>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PRGM113_149mm60_DrhTr_SK_C25.smokePenalty changed in second object (was 0.0001, is 0.6)
root.PJSD107_Akatsuki.AB1_Artillery.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJGM125_3in40_mk1.smokePenalty changed in second object (was 0.0001, is 0.03)
root.PAGM113_5in38_Mk32_Mod12.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PGSD108_Z_23.AB1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGSD108_Z_23.AB1_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGSD108_Z_23.AB1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGSD108_Z_23.AB1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGSD108_Z_23.A2_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PGSD108_Z_23.A2_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PGSD108_Z_23.A2_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PGSD108_Z_23.A2_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PGSD108_Z_23.B2_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PGSD108_Z_23.B2_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PGSD108_Z_23.B2_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PGSD108_Z_23.B2_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.4)
root.PBGM198_6IN50_NEPTUNE.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PGGM504_380mm_SKC_34_RF_Nolan.smokePenalty changed in second object (was 0.0001, is 6.66)
root.PBGM056_14in45_BL_MkVII_Quadro.smokePenalty changed in second object (was 0.0001, is 10.96)
root.PJSB706_Kirishima.B1_356_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB706_Kirishima.B1_356_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB706_Kirishima.B1_356_45.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB706_Kirishima.B1_356_45.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB706_Kirishima.C1_356_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB706_Kirishima.C1_356_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB706_Kirishima.C1_356_45.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB706_Kirishima.C1_356_45.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PCBX021.artillery.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 8.38)
root.PJSC026_Iwaki_1944.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.17)
root.PJSC026_Iwaki_1944.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.17)
root.PJSC026_Iwaki_1944.ArtilleryDefault.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.17)
root.PJSC026_Iwaki_1944.ArtilleryDefault.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 0.17)
root.PJSC026_Iwaki_1944.ArtilleryDefault.HP_JGM_5.smokePenalty changed in second object (was 0.0001, is 0.17)
root.PBGM066_16in45_BL_MkI.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PASB006_New_York_1934.B1_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PASB006_New_York_1934.B1_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PASB006_New_York_1934.B1_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PASB006_New_York_1934.B1_Artillery.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PASB006_New_York_1934.B1_Artillery.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PASB006_New_York_1934.C1_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PASB006_New_York_1934.C1_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PASB006_New_York_1934.C1_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PASB006_New_York_1934.C1_Artillery.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PASB006_New_York_1934.C1_Artillery.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PGGM026_127mm_KC_40.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PBUH625_HULL_NELSON.costXP changed in second object (was 24000, is 0)
root.PBUH625_HULL_NELSON.costCR changed in second object (was 1350000, is 0)
root.PGGM027_210mm45_SK_L45.smokePenalty changed in second object (was 0.0001, is 1.12)
root.PRGM103_12in52_mod_2.smokePenalty changed in second object (was 0.0001, is 5.16)
root.PJSC727_Blue_Dragon.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC727_Blue_Dragon.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC727_Blue_Dragon.ArtilleryDefault.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC727_Blue_Dragon.ArtilleryDefault.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC727_Blue_Dragon.ArtilleryDefault.HP_JGM_5.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PAGM034_16in50_Mk7.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PRGM090_130mm_55_casemate.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PAGM020_8in55_Mk14_Mod1.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PUSC506_Perth_1942.A1_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PUSC506_Perth_1942.A1_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PUSC506_Perth_1942.A1_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PUSC506_Perth_1942.A1_Artillery.HP_BGM_4.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PRGM064_180mm_57_MK_3.smokePenalty changed in second object (was 0.0001, is 1.05)
root.PJSC007_Aoba_1943.AB1_Artillery.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC007_Aoba_1943.AB1_Artillery.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC007_Aoba_1943.AB1_Artillery.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJGM062_203mm50_Type_E_RF8.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_1.deadMesh changed in second object (was content/gameplay/japan/gun/main/JGM143_203_50_Type_E3/JGM143_203_50_Type_E3_dead.model, is content/gameplay/japan/gun/main/JGM025_203mm50_Type_E/JGM025_203mm50_Type_E_dead.model)
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_1.id changed in second object (was 4144621264, is 4268353232)
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_1.index changed in second object (was PJGM143, is PJGM025)
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_1.armor.196707 removed in second object
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_1.armor.196705 removed in first object
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_1.armor.327777 removed in first object
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_1.armor.262241 removed in first object
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_1.name changed in second object (was PJGM143_203_50_Type_E3, is PJGM025_203mm50_Type_E)
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_1.model changed in second object (was content/gameplay/japan/gun/main/JGM143_203_50_Type_E3/JGM143_203_50_Type_E3.model, is content/gameplay/japan/gun/main/JGM025_203mm50_Type_E/JGM025_203mm50_Type_E.model)
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_3.deadMesh changed in second object (was content/gameplay/japan/gun/main/JGM143_203_50_Type_E3/JGM143_203_50_Type_E3_dead.model, is content/gameplay/japan/gun/main/JGM025_203mm50_Type_E/JGM025_203mm50_Type_E_dead.model)
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_3.id changed in second object (was 4144621264, is 4268353232)
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_3.index changed in second object (was PJGM143, is PJGM025)
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_3.armor.196707 removed in second object
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_3.armor.196705 removed in first object
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_3.armor.327777 removed in first object
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_3.armor.262241 removed in first object
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_3.name changed in second object (was PJGM143_203_50_Type_E3, is PJGM025_203mm50_Type_E)
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_3.model changed in second object (was content/gameplay/japan/gun/main/JGM143_203_50_Type_E3/JGM143_203_50_Type_E3.model, is content/gameplay/japan/gun/main/JGM025_203mm50_Type_E/JGM025_203mm50_Type_E.model)
root.PJSC018_Tone.ArtilleryDefault.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC018_Tone.HullDefault.armourDeck[0] changed in second object (was 31.0, is -1)
root.PJSC018_Tone.HullDefault.armourDeck[1] changed in second object (was 67.0, is -1)
root.PJSC018_Tone.HullDefault.armourCit[0] changed in second object (was 100.0, is -1)
root.PJSC018_Tone.HullDefault.armourCit[1] changed in second object (was 175.0, is -1)
root.PJSC018_Tone.HullDefault.armourCas[0] changed in second object (was 19.0, is -1)
root.PJSC018_Tone.HullDefault.armourCas[1] changed in second object (was 19.0, is -1)
root.PJSC018_Tone.HullDefault.armourExtremities[0] changed in second object (was 19.0, is -1)
root.PJSC018_Tone.HullDefault.armourExtremities[1] changed in second object (was 19.0, is -1)
root.PJSC018_Tone.ShipUpgradeInfo.PJUA761_203_50_TONE.rotationSpeed[0] changed in second object (was 5.0, is 0.0)
root.PJSC018_Tone.ShipUpgradeInfo.PJUA761_203_50_TONE.rotationSpeed[1] changed in second object (was 12.0, is 0.0)
root.PJSC018_Tone.ShipUpgradeInfo.PJUA761_203_50_TONE.shotDelay changed in second object (was 15.0, is 0)
root.PJSC018_Tone.ShipUpgradeInfo.PJUT805_610_TONE.shotDelay changed in second object (was 76.0, is 0)
root.PJGM572_203mm50_Type_E_RF_Arpeggio.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PBGM009_15in42_MK1.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PAGM162_14in45_Triple.smokePenalty changed in second object (was 0.0001, is 8.22)
root.PAGM095_4in50_Mk12.smokePenalty changed in second object (was 0.0001, is 0.06)
root.PASB508_Alabama.A1_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PASB508_Alabama.A1_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PASB508_Alabama.A1_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PJSB021_Izumo_1938.BC2_Artillery.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 12.57)
root.PJSB021_Izumo_1938.BC2_Artillery.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 12.57)
root.PJSB021_Izumo_1938.BC2_Artillery.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 12.57)
root.PJSB021_Izumo_1938.ABC1_Artillery.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 12.57)
root.PJSB021_Izumo_1938.ABC1_Artillery.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 12.57)
root.PJSB021_Izumo_1938.ABC1_Artillery.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 12.57)
root.PJGM072_120mm45_Type_HaGun.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PAGM087_5in38_Mk21.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PJSC838_False_Hashidate_1940.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PJSC838_False_Hashidate_1940.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PJGM095_203mm55.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PRSC109_Dmitry_Donskoy.AB1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 1.05)
root.PRSC109_Dmitry_Donskoy.AB1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 1.05)
root.PRSC109_Dmitry_Donskoy.AB1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 1.05)
root.PRSC109_Dmitry_Donskoy.AB1_Artillery.HP_RGM_4.smokePenalty changed in second object (was 0.0001, is 1.05)
root.PRSC109_Dmitry_Donskoy.C1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 1.05)
root.PRSC109_Dmitry_Donskoy.C1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 1.05)
root.PRSC109_Dmitry_Donskoy.C1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 1.05)
root.PRSC109_Dmitry_Donskoy.C1_Artillery.HP_RGM_4.smokePenalty changed in second object (was 0.0001, is 1.05)
root.PGGM098_280mm54_5_C34_Shee.smokePenalty changed in second object (was 0.0001, is 4.14)
root.PAGM135_5in38_Mk30_Mod1.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PBGM053_4in45_QF_Mk_XIX.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGGM053_28cm_SK_L45_LC_1906.smokePenalty changed in second object (was 0.0001, is 2.76)
root.PJGM569_203mm50_Type_C_RF_mod_Arpeggio.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PASC003_Albany_1898.ArtilleryDefault.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC003_Albany_1898.ArtilleryDefault.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC003_Albany_1898.ArtilleryDefault.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC003_Albany_1898.ArtilleryDefault.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC003_Albany_1898.ArtilleryDefault.HP_AGM_6.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC003_Albany_1898.ArtilleryDefault.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PJGM140_120mm45_twin.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PRGM095_130MM55_B7CAS.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PJSC004_Yubari_1944.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.34)
root.PJSC004_Yubari_1944.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.34)
root.PAGM153_6in50_MK6.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PBSB106_Queen_Elizabeth.A1_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBSB106_Queen_Elizabeth.A1_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBSB106_Queen_Elizabeth.A1_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBSB106_Queen_Elizabeth.A1_Artillery.HP_BGM_4.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBSB106_Queen_Elizabeth.B1_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBSB106_Queen_Elizabeth.B1_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBSB106_Queen_Elizabeth.B1_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBSB106_Queen_Elizabeth.B1_Artillery.HP_BGM_4.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PJGM091_127mm50_Type_A.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PAGM097_6in50_MK6.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC101_Orlan.A1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PRSC101_Orlan.A1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PJSB006_Fuso_1943.A1_356_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB006_Fuso_1943.A1_356_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB006_Fuso_1943.A1_356_45.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB006_Fuso_1943.A1_356_45.HP_JGM_6.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB006_Fuso_1943.A1_356_45.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB006_Fuso_1943.A1_356_45.HP_JGM_5.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB006_Fuso_1943.B1_356_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB006_Fuso_1943.B1_356_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB006_Fuso_1943.B1_356_45.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB006_Fuso_1943.B1_356_45.HP_JGM_6.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB006_Fuso_1943.B1_356_45.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB006_Fuso_1943.B1_356_45.HP_JGM_5.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PFGM047_152_55_Mle_1936_RF.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PCGM143_140mm_BASIC_3_barrel.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PCBX020.artillery.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PCBX020.artillery.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PJSD208_Kagero.AB1_127_50.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD208_Kagero.AB1_127_50.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD208_Kagero.AB1_127_50.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PGGM149_305MM_50_DRH_LC_1911.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PCGM203_200mm_BASIC_3_barrel.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_6.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_7.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_4.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_5.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_8.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_9.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_10.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_6.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_7.smokePenalty changed in second object (was 0.0001, is 0.13)
