>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PCPA023_140mm_BASIC_MG_AP.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PJGM072_120mm45_Type_HaGun.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAGM087_5in38_Mk21.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC838_False_Hashidate_1940.ArtilleryDefault.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC838_False_Hashidate_1940.ArtilleryDefault.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC838_False_Hashidate_1940.HullDefault.health changed in second object (was 8300.0, is 4150.0)
root.PJGM095_203mm55.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PWPA002_120_AP_BLYSKAWICA.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 10.0)
root.PJGM024_203mm50_Type_E_RF.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJPA027_Shell_120mm_AP_C.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 10.0)
root.PGPA036_380MM_AP_PZ_GR_L3_5.bulletCapNormalizeMaxAngle changed in second object (was 5.25, is 6.0)
root.PAGM135_5in38_Mk30_Mod1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJPA045_Shell_127mm_AP_Type_0.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 10.0)
root.PJW014_Ashigara.goldRetrainingPrice removed in second object
root.PJW014_Ashigara.baseTrainingHirePrice removed in second object
root.PJW014_Ashigara.moneyRetrainingPrice removed in second object
root.PJW014_Ashigara.goldTrainingHirePrice removed in second object
root.PJW014_Ashigara.moneyTrainingHirePrice removed in second object
root.PASC003_Albany_1898.permoflages[0] changed in second object (was PAEP403_Albany_1898, is PCEP103_Permo_Prem_Low_lvl)
root.PASC003_Albany_1898.ArtilleryDefault.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC003_Albany_1898.ArtilleryDefault.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC003_Albany_1898.ArtilleryDefault.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC003_Albany_1898.ArtilleryDefault.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC003_Albany_1898.ArtilleryDefault.HP_AGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC003_Albany_1898.ArtilleryDefault.HP_AGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC003_Albany_1898.nativePermoflage changed in second object (was PAEP403_Albany_1898, is PCEP103_Permo_Prem_Low_lvl)
root.PASC003_Albany_1898.groupCustom.CN changed in second object (was special, is premium)
root.PCPA019_127mm_BASIC_MG_AP.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 10.0)
root.PGSB104_Kaiser.A1_Artillery.HP_GGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB104_Kaiser.A1_Artillery.HP_GGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB104_Kaiser.A1_Artillery.HP_GGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB104_Kaiser.A1_Artillery.HP_GGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB104_Kaiser.A1_Artillery.HP_GGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB104_Kaiser.B1_Artillery.HP_GGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB104_Kaiser.B1_Artillery.HP_GGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB104_Kaiser.B1_Artillery.HP_GGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB104_Kaiser.B1_Artillery.HP_GGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB104_Kaiser.B1_Artillery.HP_GGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB104_Kaiser.AB_Finders.HP_GF_7.gunNode changed in second object (was , is HP_GGM_5)
root.PJSC004_Yubari_1944.permoflages[0] changed in second object (was PJEP404_Yubari_1944, is PCEP103_Permo_Prem_Low_lvl)
root.PJSC004_Yubari_1944.ArtilleryDefault.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC004_Yubari_1944.ArtilleryDefault.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC004_Yubari_1944.nativePermoflage changed in second object (was PJEP404_Yubari_1944, is PCEP103_Permo_Prem_Low_lvl)
root.PAGM153_6in50_MK6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJGM091_127mm50_Type_A.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PWW001_DefaultCrew.goldRetrainingPrice removed in second object
root.PWW001_DefaultCrew.baseTrainingHirePrice removed in second object
root.PWW001_DefaultCrew.moneyRetrainingPrice removed in second object
root.PWW001_DefaultCrew.goldTrainingHirePrice removed in second object
root.PWW001_DefaultCrew.moneyTrainingHirePrice removed in second object
root.PRPA001_Shell_152mm_AP_AP_91lbs.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PAGM097_6in50_MK6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.permoflages[0] changed in second object (was PREP405_KrasniKrym, is PCEP103_Permo_Prem_Low_lvl)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_7.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_8.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_9.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_10.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_11.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_12.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_13.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_14.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_15.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC505_KrasniKrym.nativePermoflage changed in second object (was PREP405_KrasniKrym, is PCEP103_Permo_Prem_Low_lvl)
root.PRSC101_Orlan.A_Hull.Ammo_1.maxHP changed in second object (was 4600.0, is 2300.0)
root.PRSC101_Orlan.A_Hull.Ammo_2.maxHP changed in second object (was 4600.0, is 2300.0)
root.PRSC101_Orlan.A_Hull.health changed in second object (was 9100.0, is 4550.0)
root.PRSC101_Orlan.A_Hull.St.maxHP changed in second object (was 800.0, is 400.0)
root.PRSC101_Orlan.A_Hull.SS.maxHP changed in second object (was 600.0, is 300.0)
root.PRSC101_Orlan.A_Hull.visibilityFactorByPlane changed in second object (was 3.06, is 5.06)
root.PRSC101_Orlan.A_Hull.Hull.maxHP changed in second object (was 6900.0, is 3600.0)
root.PRSC101_Orlan.A_Hull.SG.maxHP changed in second object (was 2800.0, is 1400.0)
root.PRSC101_Orlan.A_Hull.Bow.maxHP changed in second object (was 1400.0, is 700.0)
root.PRSC101_Orlan.A1_Artillery.maxDist changed in second object (was 8790.0, is 7990.0)
root.PRSC101_Orlan.A1_Artillery.HP_RGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC101_Orlan.A1_Artillery.HP_RGM_2.ammoList[1] removed in second object
root.PRSC101_Orlan.A1_Artillery.HP_RGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC101_Orlan.A1_Artillery.HP_RGM_1.ammoList[1] removed in second object
root.PRSC101_Orlan.battleLevel.pvp[0] changed in second object (was 2, is 1)
root.PRSC101_Orlan.battleLevel.pvp[1] removed in second object
root.PRSC101_Orlan.battleLevel.pve[0] changed in second object (was 2, is 1)
root.PRSC101_Orlan.battleLevel.pve[1] removed in second object
root.PRSC101_Orlan.ShipUpgradeInfo.PRUH011_ORLAN_A.components.directors[0] changed in second object (was AB_Directors, is A_Directors)
root.PRSC101_Orlan.ShipUpgradeInfo.PRUH011_ORLAN_A.components.finders[0] changed in second object (was AB_Finders, is A_Finders)
root.PRSC101_Orlan.ShipUpgradeInfo.PRUS002_SUO removed in first object
root.PRSC101_Orlan.AB_Directors removed in second object
root.PRSC101_Orlan.EngineDefault.HitLocationEngine.maxHP changed in second object (was 10800.0, is 4550.0)
root.PRSC101_Orlan.A_AirDefense.HP_RGA_6.antiAirAuraDistance changed in second object (was 100.0, is 35.0)
root.PRSC101_Orlan.A_AirDefense.HP_RGA_6.antiAirAuraStrength changed in second object (was 0.022, is 0.0022)
root.PRSC101_Orlan.A_AirDefense.HP_RGA_7.antiAirAuraDistance changed in second object (was 107.0, is 25.0)
root.PRSC101_Orlan.A_AirDefense.HP_RGA_7.antiAirAuraStrength changed in second object (was 0.057, is 0.0057)
root.PRSC101_Orlan.A_AirDefense.HP_RGA_4.antiAirAuraDistance changed in second object (was 107.0, is 25.0)
root.PRSC101_Orlan.A_AirDefense.HP_RGA_4.antiAirAuraStrength changed in second object (was 0.057, is 0.0057)
root.PRSC101_Orlan.A_AirDefense.HP_RGA_5.antiAirAuraDistance changed in second object (was 100.0, is 35.0)
root.PRSC101_Orlan.A_AirDefense.HP_RGA_5.antiAirAuraStrength changed in second object (was 0.022, is 0.0022)
root.PRSC101_Orlan.A_AirDefense.HP_RGA_2.antiAirAuraDistance changed in second object (was 40.0, is 12.0)
root.PRSC101_Orlan.A_AirDefense.HP_RGA_2.antiAirAuraStrength changed in second object (was 0.036, is 0.0036)
root.PRSC101_Orlan.A_AirDefense.HP_RGA_3.antiAirAuraDistance changed in second object (was 107.0, is 25.0)
root.PRSC101_Orlan.A_AirDefense.HP_RGA_3.antiAirAuraStrength changed in second object (was 0.057, is 0.0057)
root.PRSC101_Orlan.A_AirDefense.HP_RGA_1.antiAirAuraDistance changed in second object (was 40.0, is 12.0)
root.PRSC101_Orlan.A_AirDefense.HP_RGA_1.antiAirAuraStrength changed in second object (was 0.036, is 0.0036)
root.PRSC101_Orlan.AB_Finders removed in second object
root.PRSC101_Orlan.A_Directors removed in first object
root.PRSC101_Orlan.AB2_FireControl removed in first object
root.PRSC101_Orlan.A_Finders removed in first object
root.PJSB006_Fuso_1943.A1_356_45.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.A1_356_45.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.A1_356_45.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.A1_356_45.HP_JGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.A1_356_45.HP_JGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.A1_356_45.HP_JGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.B1_356_45.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.B1_356_45.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.B1_356_45.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.B1_356_45.HP_JGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.B1_356_45.HP_JGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.B1_356_45.HP_JGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.C1_356_45.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.C1_356_45.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.C1_356_45.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.C1_356_45.HP_JGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.C1_356_45.HP_JGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB006_Fuso_1943.C1_356_45.HP_JGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAPA045_Shell_127_HE_HC_Mk_39.alphaDamage changed in second object (was 1800.0, is 900.0)
root.PAPA045_Shell_127_HE_HC_Mk_39.damage changed in second object (was 320.0, is 160.0)
root.PCPA033_155mm_BASIC_SG_AP.bulletCapNormalizeMaxAngle changed in second object (was 8.6, is 7.0)
root.PCGM143_140mm_BASIC_3_barrel.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGGM149_305MM_50_DRH_LC_1911.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PCGM203_200mm_BASIC_3_barrel.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_7.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_8.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_9.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.A1_Artillery.HP_RGM_10.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_7.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_8.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_9.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_10.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_11.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_12.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_13.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B2_Artillery.HP_RGM_14.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B1_Artillery.HP_RGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B1_Artillery.HP_RGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B1_Artillery.HP_RGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B1_Artillery.HP_RGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B1_Artillery.HP_RGM_7.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B1_Artillery.HP_RGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B1_Artillery.HP_RGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B1_Artillery.HP_RGM_8.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B1_Artillery.HP_RGM_9.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B1_Artillery.HP_RGM_10.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B1_Artillery.HP_RGM_11.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B1_Artillery.HP_RGM_12.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC103_Bogatyr.B1_Artillery.HP_RGM_13.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
